cell_id,city_name,pop,tom_prod_month_0,tom_prod_month_1,tom_prod_month_2,tom_prod_month_3,tom_prod_month_4,tom_prod_month_5,tom_prod_month_6,tom_prod_month_7,tom_prod_month_8,tom_prod_month_9,tom_prod_month_10,tom_prod_month_11
533928,Seremban,1360134.0,6196.38,6312.389999999999,4097.54,3180.9300000000003,4184.8,7144.92,5767.740000000001,5233.7699999999995,4422.54,3169.5800000000004,2206.04,3253.34
640504,Hanoi,10898306.0,10555.960000000001,10610.880000000001,8777.679999999998,6113.840000000001,2479.2200000000003,1944.3000000000002,1507.5200000000002,1234.49,2046.9299999999998,3588.06,7653.73,10695.349999999999
509455,Jambi,1785277.0,542.86,688.25,439.87,387.53999999999996,630.9399999999999,1090.3,1061.79,893.0199999999999,916.5199999999999,491.66,361.56,362.08
615985,Rangoon,9098362.0,3887.9500000000007,3785.3699999999994,3638.0399999999995,3296.129999999999,504.73,51.80999999999999,45.04,42.99999999999999,240.09999999999997,865.3900000000001,2388.61,3757.54
460575,Kupang,1163121.0,11.02,8.98,24.519999999999996,58.02,82.13000000000001,96.69000000000001,102.73000000000002,114.63999999999999,112.02999999999999,88.83,46.71999999999999,13.809999999999999
567139,Cagayan de Oro,6060684.0,3830.2000000000003,5043.55,5244.8,5003.91,2587.1399999999994,1429.96,1520.9700000000003,1979.6399999999999,1567.65,2073.810000000001,3093.9500000000007,4164.939999999999
518118,Pontianak,1650065.0,59.940000000000005,137.72000000000003,112.37,75.72,92.87,133.53,142.48000000000002,155.89,90.91999999999999,45.989999999999995,45.43,49.78000000000001
469181,Denpasar,4290203.0,267.02,424.4599999999999,592.49,1377.9499999999996,2041.23,2502.55,2551.109999999999,3574.6100000000006,3151.9,2205.54,1207.0400000000002,534.9200000000001
469185,Mataram,3370794.0,158.71,184.31,268.76,425.99,771.96,927.37,1083.88,1307.89,1082.3200000000002,677.86,323.96,154.48000000000002
551182,Banda Aceh,1339791.0,150.75000000000003,305.65000000000003,219.99,303.11,260.46,405.18,434.49999999999994,385.38,354.23999999999995,213.52999999999997,109.45,121.89
526736,Singapore,7361592.0,208.74,505.05,296.81999999999994,268.91,318.9,418.75,391.74,350.58,335.70000000000005,282.18,171.68000000000004,117.26
633265,Naypyidaw,3093207.0,2737.7199999999993,2746.620000000001,2715.210000000001,2260.7799999999997,888.15,762.9499999999997,703.6399999999998,570.7099999999999,625.4499999999999,906.97,1965.6900000000003,2722.109999999999
526820,Manado,1647909.0,117.07,183.64,198.77,231.45000000000002,241.72000000000003,293.25,499.1099999999999,682.51,635.3600000000001,372.35,190.70999999999998,162.7
502260,Palembang,3425489.0,101.50000000000001,167.51000000000002,68.07999999999998,118.76999999999998,288.99,431.46999999999997,506.82,608.13,521.28,248.40000000000006,125.48,86.24999999999999
535357,Pematangsiantar,3457942.0,3800.999999999999,5480.589999999999,3673.31,3443.5399999999995,3071.48,4575.459999999999,4323.799999999999,3385.8500000000004,1557.4100000000003,1127.55,2216.11,2710.2600000000007
559943,Davao,11658508.0,794.47,984.45,1069.7600000000002,977.71,573.8,461.2,568.6500000000001,548.76,532.1300000000001,493.41,681.2199999999999,917.3000000000001
641942,Viet Tri,4480993.0,2943.79,2885.3599999999997,2399.92,1587.0600000000002,692.2800000000001,531.0200000000001,332.64000000000004,375.3900000000001,755.9799999999998,1157.19,2194.58,3014.9099999999994
510948,Balikpapan,771436.0,81.65,99.46,70.49000000000001,70.66000000000001,106.91999999999999,95.39999999999999,112.63000000000001,178.24999999999997,183.74,191.16000000000003,98.76000000000003,78.06
650519,Khulna,19793740.0,6292.2,5665.06,4789.620000000001,3561.2999999999997,1580.8899999999999,527.1800000000001,403.85,624.89,756.8200000000002,2018.65,5077.299999999999,6423.29
544072,Tawau,744194.0,79.13,126.84,80.44,78.91,54.7,62.730000000000004,60.230000000000004,65.04,74.59,54.33,55.74,68.78
626103,Vinh,4450159.0,758.24,785.0,713.4499999999999,557.65,252.59999999999997,331.15000000000003,309.42999999999995,123.04999999999998,52.69,45.010000000000005,372.31,662.3900000000001
577141,Rach Gia,2481330.0,4353.7,4393.48,3974.97,2574.8399999999997,904.16,686.5100000000001,530.0000000000001,504.72,572.5699999999999,454.75999999999993,1254.1700000000003,3378.17
577144,Can Tho,8252964.0,3918.1,4061.1800000000003,3709.6900000000005,2819.88,1085.9,890.77,696.8199999999999,771.0699999999999,558.17,437.25,1432.0500000000002,3122.920000000001
659155,Rajshahi,19670375.0,12353.59,11465.98,10479.890000000001,7168.8200000000015,2687.0499999999997,1405.3199999999997,876.5100000000001,1553.13,1321.1699999999998,4228.740000000001,11741.41,12445.850000000002
552705,Kota Kinabalu,1482132.0,1076.13,1758.74,1707.5599999999995,1426.17,696.83,978.3699999999999,1063.3,1144.99,886.18,672.5300000000001,812.33,871.06
552713,Sandakan,761967.0,12.25,26.52,67.34,133.91,115.83000000000001,78.46,57.370000000000005,66.05000000000001,55.71,44.62,46.4,18.82
528202,Kuching,1090338.0,11.73,24.32,39.2,39.46,58.56,65.39999999999999,65.92999999999999,53.33,38.2,20.75,19.459999999999997,13.49
545445,Ipoh,2266291.0,767.94,997.8699999999999,588.2399999999999,440.90999999999997,590.96,1102.14,948.03,881.6700000000001,559.8100000000001,316.17999999999995,301.71,432.64
479228,Sukabumi,5026357.0,1355.68,1325.2700000000002,1329.18,2176.7999999999997,3383.2300000000005,6293.85,8276.66,9496.3,8668.689999999999,1991.8799999999997,946.8,1088.69
479231,Bandung,12306448.0,1308.2499999999998,1590.76,1537.3000000000002,3005.5399999999995,5198.840000000001,9786.050000000001,11604.11,13683.78,12138.16,5680.27,2323.32,1801.3
479239,Pakalongan,6061423.0,86.48000000000002,150.05999999999997,265.21999999999997,637.46,1137.46,2260.43,2767.84,3242.5200000000004,3008.2699999999995,1301.55,551.99,198.52999999999997
479242,Semarang,7802954.0,409.65000000000015,402.03,1043.9699999999998,1560.78,2619.9100000000003,3937.7900000000004,5102.0,5360.98,4633.950000000001,2907.3700000000003,1396.9299999999998,593.6600000000001
585780,Phnom Penh,7433805.0,2242.6700000000005,2335.1200000000003,1874.4800000000002,1285.19,780.47,609.6499999999999,585.5299999999999,454.43,321.54,350.56999999999994,1119.23,2088.8399999999997
667798,Rangpur,15596253.0,13346.91,12761.979999999998,11015.82,5376.31,1209.32,280.02,232.23,656.0900000000001,632.6299999999999,3607.2399999999993,13234.900000000003,13613.949999999999
643384,Thai Nguyen,2949308.0,1471.93,1460.5400000000002,1200.83,780.2800000000001,372.84000000000003,283.38,201.24999999999997,236.94000000000003,507.36999999999995,814.6800000000002,1265.3600000000001,1555.06
618867,Bago,3276487.0,2180.4700000000003,2146.27,1963.3100000000004,1681.4700000000003,207.26000000000002,15.899999999999993,11.690000000000003,11.720000000000002,73.86,483.4,1445.6299999999997,2104.17
487862,Bandar Lampung,6184001.0,202.66999999999993,287.38000000000005,284.71000000000004,683.8300000000002,943.91,1307.3299999999995,1538.8099999999997,1730.12,1455.3899999999999,1303.43,621.4200000000001,319.67999999999995
594496,Legazpi,5459930.0,64.64,114.99999999999999,147.13999999999996,171.23,139.95,117.22000000000001,75.05,103.92999999999999,71.16,47.67,28.220000000000006,23.96999999999999
627516,Chiang Mai,2552417.0,5010.800000000001,4851.38,4445.099999999999,3215.21,1400.6300000000003,1839.77,1634.4299999999994,1032.06,972.7499999999999,2108.84,3654.5800000000013,4737.73
496490,Bengkulu,1870748.0,536.0000000000001,1005.9700000000001,790.89,1083.8200000000002,1929.8700000000003,2989.7100000000005,2869.9500000000003,3107.229999999999,2197.03,1235.9600000000003,678.67,444.23
472055,Jember,6803388.0,572.95,657.15,700.34,2136.0,2863.98,4947.02,4911.280000000001,6315.57,5598.23,3236.07,1720.02,751.56
578582,Long Xuyen,4293754.0,3686.2299999999996,3829.8300000000004,3470.0499999999993,2289.45,1060.0700000000002,1110.5,850.7999999999998,863.23,641.5699999999999,397.88,1235.4899999999998,2945.7599999999998
578656,Cebu,12042862.0,350.9099999999999,484.6700000000001,563.41,595.9399999999998,403.07000000000005,257.02,209.26,254.86,238.73999999999998,185.26,224.34999999999997,282.72999999999996
554082,Alor Setar,1394392.0,1282.57,1182.89,617.17,381.7,358.61,486.63000000000005,411.13999999999993,350.74,243.01,133.98,262.71000000000004,713.6199999999999
554181,General Santos,5574020.0,336.81,383.09000000000003,401.76000000000005,361.46999999999997,255.33999999999995,211.01999999999998,254.94,269.24,277.18,270.15,310.15999999999997,339.78
549762,George Town,2022286.0,1633.8500000000001,1649.5200000000002,889.45,564.3000000000001,672.81,1078.36,891.6999999999999,712.9599999999999,491.37000000000006,228.19,417.13,993.88
611713,Da Nang,2555844.0,226.52000000000004,389.77,377.07000000000005,302.2900000000001,125.90999999999998,137.0,164.0,108.92,33.01,1.6900000000000002,4.74,38.28
480668,Bogor,14514928.0,1099.7199999999998,1194.23,1941.78,2480.56,3432.09,6639.999999999999,7664.820000000001,8185.110000000001,7298.63,3698.02,2417.37,1955.44
480675,Cirebon,7371981.0,453.08000000000004,742.6800000000001,828.0,2148.4300000000003,5168.1900000000005,8272.76,10422.380000000001,12303.77,11417.73,7040.83,1864.3200000000002,1095.78
644785,Mandalay,6183204.0,2838.0400000000004,2796.5399999999995,2740.97,2178.79,1101.7699999999998,1179.3400000000001,1395.02,949.4600000000003,828.4399999999998,1029.64,2122.479999999999,2790.3199999999993
551202,Sungai Petani,684490.0,450.51,435.95,245.32000000000002,143.2,129.21,172.72000000000003,140.79000000000002,121.66999999999999,85.78999999999999,41.92,83.80000000000001,252.52
513762,Padang,2052675.0,346.48999999999995,507.77,289.52,368.08,758.94,722.23,697.4200000000001,755.41,342.18000000000006,301.41999999999996,171.46,211.71
513840,Palu,1139766.0,72.82999999999998,80.73,68.79999999999998,64.78,56.349999999999994,68.43999999999998,66.77,88.95,89.94999999999999,83.71000000000001,69.68,75.93
489358,Ujungpandang,4417740.0,131.27,224.02,362.92000000000013,439.07,535.61,876.88,1260.9599999999996,1911.29,1915.78,1526.2700000000002,561.52,183.54
603124,Manila,18452688.0,451.45000000000005,450.01,437.15999999999997,388.86,161.69,59.989999999999995,18.689999999999998,18.97,40.480000000000004,92.46000000000001,233.35999999999999,341.48
603125,Quezon City,27410858.0,375.42,472.0800000000001,500.68,467.14,240.60000000000005,134.28,56.890000000000015,73.10000000000001,66.10999999999999,57.23000000000001,110.35,145.5
571381,Ca Mau,2098050.0,1547.1,1614.09,1508.95,949.3199999999999,315.51000000000005,180.76,175.83,172.24,145.39000000000001,118.0,375.21000000000004,1138.8
653405,Comilla,16888057.0,4532.49,3921.0899999999997,2727.5500000000006,1267.02,340.46000000000004,165.29999999999998,187.41000000000003,326.86,595.11,1193.58,3656.7799999999997,4523.85
522406,Pekanbaru,2861287.0,104.07999999999998,195.98,88.08,75.49999999999997,140.69,266.04,229.62000000000006,203.19,135.53999999999996,78.21,72.03,67.99000000000001
522493,Gorontalo,1205613.0,364.9100000000001,571.37,476.02,367.42999999999995,404.31000000000006,472.23,547.0600000000001,866.0400000000001,831.0799999999999,691.7,411.9899999999999,410.5299999999999
473482,Yogyakarta,7040282.0,354.29999999999995,300.02000000000004,529.78,965.6200000000001,1776.48,2710.9100000000003,3616.95,3917.8500000000004,3417.79,1726.73,712.9599999999999,413.59
604562,Olongapo,3455356.0,927.73,917.23,860.48,741.35,156.84,38.620000000000005,9.89,7.140000000000001,25.11,168.35,553.31,830.06
473491,Malang,10964495.0,519.1,684.73,582.28,1504.08,2565.4100000000003,4428.570000000001,5188.599999999999,6644.3099999999995,5585.74,3126.37,1357.3200000000002,642.4599999999999
580091,Iloilo,7389658.0,1199.62,1491.02,1441.5899999999997,1250.89,482.14,219.85999999999999,151.40999999999997,174.61,222.41,221.21000000000004,374.67999999999995,719.0899999999999
580092,Bacolod,7562820.0,329.69,438.43000000000006,435.54999999999995,410.36,223.36999999999998,140.26,113.38,146.73000000000002,140.6,94.58999999999999,105.86999999999999,182.14000000000001
662042,Mymensingh,21424289.0,8967.46,8054.29,6226.019999999999,2838.1900000000005,753.3400000000003,369.6200000000001,286.47,490.2399999999999,531.36,2020.33,8103.090000000001,8886.880000000003
531049,Malacca,1864167.0,2214.3799999999997,3005.0599999999995,1878.9999999999998,1405.6599999999999,2011.74,2914.37,2498.66,2150.12,2249.02,1679.57,1314.0800000000002,1420.8799999999999
554089,Kota Baharu,2687182.0,1897.2200000000005,4257.86,3479.7999999999997,4265.0199999999995,2315.7999999999997,2376.2599999999998,1906.1099999999997,1633.4199999999998,1058.5499999999997,894.98,267.60999999999996,99.98999999999998
613151,Hue,1583206.0,146.28,225.14,215.65000000000003,190.46999999999997,106.49,149.47,129.78000000000003,70.77000000000001,16.110000000000003,2.5900000000000003,12.569999999999999,51.480000000000004
613203,Baguio City,13108654.0,4628.890000000001,4610.72,4122.8,3189.5600000000004,859.9100000000001,375.99,134.39000000000001,101.72999999999999,283.2,735.0600000000001,2794.53,4067.7099999999996
539675,Medan,6504797.0,2751.1099999999997,4766.020000000001,2994.5399999999995,2954.83,1898.9299999999998,3054.14,3176.11,2319.05,957.9200000000001,856.8999999999999,1229.25,1432.85
515269,Samarinda,1803504.0,322.13999999999993,393.5000000000001,268.25,243.85999999999999,303.41,378.6600000000001,426.26000000000005,587.1499999999999,534.14,436.15000000000003,292.86000000000007,274.32
621771,Vientiane,3626056.0,1902.7200000000003,1742.3999999999996,1412.2400000000005,935.3699999999997,256.42999999999995,171.75,138.49,105.41,192.88000000000005,832.4399999999999,1797.6400000000003,1954.76
597283,Bangkok,9481361.0,378.85,363.41,287.07,213.35999999999996,92.52000000000001,119.31,113.62999999999998,95.21,46.290000000000006,77.93999999999998,287.68999999999994,397.40000000000003
597373,Naga,6514902.0,350.61999999999995,613.8100000000001,797.7599999999999,897.1600000000001,567.9200000000001,382.0399999999999,228.43,455.14,254.56000000000006,124.04,93.10000000000001,73.57
654842,Dhaka,35960139.0,7384.879999999999,6515.530000000001,5121.1900000000005,2854.91,952.4,519.9200000000001,411.9000000000001,676.9300000000001,685.39,2058.0699999999997,6211.8600000000015,7274.18
477812,Surabaya,6262962.0,168.47,232.89000000000001,191.04999999999998,350.6,538.1700000000001,849.8000000000001,1026.3,1206.8500000000001,1129.51,795.7299999999999,448.57,173.08
499419,Bandjarmasin,2474946.0,75.77999999999999,139.96999999999997,121.11999999999998,186.89999999999995,302.99,454.10999999999996,612.17,736.4200000000002,645.0600000000001,471.3,174.61999999999998,80.30000000000001
605929,Nakhon Ratchasima,3939681.0,800.5500000000002,742.3900000000001,584.0600000000001,428.05000000000007,244.72,292.62,286.13,190.20000000000002,127.30000000000001,275.75,686.2499999999999,815.47
474917,Cilacap,7559556.0,388.75000000000006,640.1099999999998,569.77,975.51,1577.14,3017.86,4024.8800000000006,5160.15,3752.7699999999995,997.11,416.95,415.58
474924,Surakarta,13474132.0,1233.31,1227.9400000000003,1731.74,3236.24,5579.040000000002,7820.03,9758.16,11272.079999999998,9912.770000000002,5941.24,2521.58,1511.23
606003,Angeles,11100520.0,3301.9200000000005,3306.51,3106.8200000000006,2496.2400000000002,809.3100000000001,403.3,133.38,144.61,265.51,672.03,1885.0299999999997,2816.0
474932,Pasuruan,7587967.0,127.49,148.28,154.19,427.98,726.8899999999999,1299.82,1581.27,1967.35,1718.99,1120.82,488.19000000000005,193.24
581467,Ho Chi Minh City,11654416.0,3792.4300000000003,3958.2599999999998,3458.2700000000004,2325.81,869.68,768.9200000000001,616.65,588.4799999999999,411.59000000000003,415.2699999999999,1526.3200000000002,3162.7599999999998
581468,Bien Hoa,5555586.0,1824.01,1803.13,1526.48,989.47,308.81000000000006,230.88999999999996,165.83000000000004,132.87,130.49,195.52,781.9600000000002,1518.1899999999998
