season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_s,a_l,a_ld,cluster
2,2,500,0,5,3,0,3,100,0,50,217
2,2,1000,0,4,2,0,3,125,50,50,289
2,1,1000,1,5,1,0,3,150,0,100,280
2,2,500,0,5,3,0,3,75,100,75,231
1,1,1000,0,3,3,0,2,400,200,0,83
2,1,500,0,4,2,0,3,150,25,125,306
2,2,500,0,4,2,0,3,125,25,125,298
2,1,500,0,5,3,0,2,200,200,0,104
2,2,500,0,5,2,0,3,400,0,100,185
2,2,1000,0,4,2,0,3,400,100,200,295
2,1,500,0,5,3,0,3,75,0,150,260
2,1,500,0,4,2,0,3,600,600,200,313
2,2,1000,0,5,3,0,2,150,100,0,106
1,1,1000,0,4,1,0,3,200,0,600,413
2,2,500,0,5,2,0,3,400,400,600,163
2,0,1000,1,5,2,0,1,200,0,0,419
2,2,500,0,5,3,0,3,200,200,400,213
2,1,1000,0,4,3,0,3,125,0,125,363
2,2,1000,1,5,2,0,2,400,600,0,52
2,2,500,0,5,3,0,3,100,25,25,229
1,1,1000,0,3,3,0,2,200,50,0,75
2,0,1000,0,5,3,0,2,200,200,0,104
2,1,1000,0,4,1,0,2,25,0,20,282
1,2,500,1,5,3,0,2,150,0,0,152
2,2,1000,0,4,3,0,3,600,200,600,335
2,1,500,1,5,2,0,1,600,0,0,416
1,2,1000,1,4,2,0,2,100,50,0,24
2,2,1000,0,4,3,0,3,75,0,150,349
1,1,500,0,4,1,0,3,150,0,75,407
2,0,500,0,5,1,0,3,150,25,150,262
2,0,500,1,5,2,0,2,150,100,0,56
2,2,500,0,4,3,0,3,400,0,600,346
1,1,1000,1,4,2,0,1,600,0,0,421
2,0,1000,0,3,3,0,2,600,600,0,94
2,1,1000,1,3,2,0,2,400,400,0,64
2,1,500,0,5,2,0,3,100,100,100,174
1,2,1000,1,5,2,0,2,200,100,0,57
2,2,1000,0,4,1,0,2,125,0,25,286
2,1,1000,0,5,2,0,3,100,50,75,193
2,2,1000,0,5,3,0,3,75,50,150,233
2,1,1000,0,4,2,0,3,400,0,200,315
2,1,500,0,4,2,0,3,200,400,600,311
2,2,1000,0,4,2,0,3,200,0,150,327
2,1,1000,0,4,3,0,3,200,200,200,368
2,2,1000,0,5,3,0,3,300,100,50,215
2,1,500,0,4,3,0,3,400,200,400,368
1,2,500,0,3,3,0,2,100,0,0,130
1,1,1000,0,4,1,0,3,100,0,150,410
2,1,500,0,4,2,0,3,75,75,125,305
2,1,1000,0,4,3,0,3,150,25,125,374
2,1,1000,0,4,3,0,3,75,75,75,359
1,0,1000,1,5,2,0,2,200,400,0,59
2,1,500,0,3,3,0,2,600,600,0,94
2,2,500,1,5,2,0,2,100,50,0,46
2,1,500,0,5,1,0,2,125,0,25,395
2,0,1000,0,5,1,0,3,100,50,25,266
2,2,1000,0,5,3,0,3,100,0,100,222
2,0,500,0,5,3,0,2,400,600,0,100
1,1,500,1,5,3,0,2,300,0,0,143
1,2,1000,0,4,1,0,3,50,0,150,409
1,2,500,0,4,3,0,2,300,100,0,82
2,1,1000,0,5,2,0,3,400,200,600,170
2,2,1000,0,4,2,0,3,150,100,25,291
2,1,1000,0,5,2,0,3,75,50,125,192
2,1,500,0,4,3,0,3,100,50,150,360
2,0,1000,0,5,1,0,3,100,0,125,268
2,1,500,0,5,3,0,3,50,100,100,247
1,1,500,0,4,1,0,3,100,0,150,410
2,1,500,1,5,1,0,3,200,0,200,279
2,2,500,0,4,2,0,1,200,0,0,2
1,1,500,0,5,1,0,2,125,0,25,393
1,2,500,1,5,2,0,2,100,50,0,46
1,0,500,0,3,3,0,2,200,600,0,96
1,2,1000,0,3,3,0,2,100,50,0,77
2,2,1000,0,5,3,0,3,200,600,400,213
2,0,1000,1,5,2,0,2,150,50,0,45
2,1,1000,1,4,2,0,1,600,0,0,421
2,2,1000,1,5,1,0,3,75,0,50,277
2,1,1000,0,4,3,0,3,400,100,50,376
2,0,1000,0,5,3,0,2,50,100,0,115
2,2,500,0,4,3,0,3,600,600,600,335
2,2,500,0,4,3,0,3,50,25,75,343
2,1,1000,0,5,3,0,3,200,400,400,249
1,1,1000,1,4,2,0,2,200,50,0,33
2,1,1000,0,4,2,0,3,150,0,25,321
2,1,500,0,5,3,0,3,400,400,200,253
2,2,1000,0,4,2,0,3,200,50,50,288
2,2,500,1,4,2,0,2,50,50,0,37
2,2,500,0,4,2,0,3,125,25,75,299
2,1,500,0,4,3,0,3,400,100,150,375
2,2,500,0,4,3,0,3,50,100,200,343
1,2,1000,0,5,3,0,2,200,200,0,104
2,0,500,0,5,3,0,2,400,50,0,84
2,1,500,0,5,2,0,3,100,25,125,174
2,0,500,0,5,3,0,2,200,400,0,105
2,0,1000,1,4,2,0,1,100,0,0,427
1,2,500,0,5,3,0,2,400,0,0,125
2,1,500,0,4,2,0,3,400,50,200,314
2,2,500,0,4,3,0,3,400,0,100,346
1,2,1000,0,4,1,0,3,75,0,100,407
1,0,1000,1,5,2,0,2,400,600,0,52
1,1,1000,0,5,3,0,2,600,400,0,101
1,2,1000,0,3,3,0,2,50,100,0,111
2,2,1000,0,5,3,0,3,125,50,50,206
2,0,1000,0,5,3,0,2,100,50,0,109
1,1,500,0,4,1,0,3,125,0,100,410
1,2,1000,1,3,2,0,2,150,50,0,29
2,2,500,0,4,2,0,3,75,100,75,300
2,0,500,0,4,1,0,3,200,0,50,378
1,2,500,1,5,2,0,2,50,100,0,38
2,2,500,0,5,2,0,3,400,50,100,169
1,2,500,0,4,3,0,2,600,200,0,93
1,2,500,0,5,3,0,2,150,50,0,108
2,1,1000,1,3,2,0,2,200,600,0,62
2,2,500,0,4,2,0,3,100,25,25,291
1,0,1000,0,5,3,0,2,150,100,0,106
2,1,1000,1,5,1,0,3,300,0,200,279
2,2,1000,0,4,2,0,1,600,0,0,8
2,1,1000,0,5,2,0,3,125,0,125,189
2,2,500,0,4,3,0,3,75,25,25,355
2,1,500,1,5,1,0,3,400,0,50,278
2,2,500,0,5,3,0,2,150,50,0,108
2,1,1000,0,5,2,0,3,100,0,50,187
2,1,500,0,4,3,0,3,150,25,75,361
2,2,500,1,5,2,0,2,50,100,0,38
2,2,1000,0,4,3,0,3,150,75,75,333
1,2,1000,0,4,2,0,1,600,0,0,8
2,2,1000,1,4,1,0,3,400,0,50,403
1,1,1000,0,4,1,0,3,125,0,100,410
1,1,500,1,3,3,0,2,600,0,0,148
1,0,500,0,3,3,0,2,400,400,0,93
2,1,1000,0,5,2,0,3,150,50,150,177
1,0,500,0,5,3,0,2,400,50,0,84
1,0,1000,1,4,2,0,1,100,0,0,427
1,1,500,0,5,3,0,2,600,400,0,101
2,2,1000,0,5,3,0,3,125,0,150,222
2,0,1000,0,5,1,0,3,125,50,75,262
2,2,1000,0,5,3,0,3,150,75,150,204
2,0,500,1,4,3,0,2,300,0,0,144
2,1,1000,0,4,3,0,3,50,75,25,354
2,1,1000,0,5,2,0,3,50,50,150,192
2,0,500,0,5,1,0,3,300,0,100,268
2,1,500,0,4,3,0,3,125,50,125,360
1,2,1000,0,5,1,0,1,600,200,0,438
2,1,500,1,5,1,0,2,20,0,10,396
2,0,1000,0,5,1,0,3,200,0,200,269
2,0,500,0,4,2,0,1,100,0,0,3
1,2,500,0,4,1,0,3,100,0,50,408
2,2,500,0,4,3,0,3,150,50,125,333
2,1,500,1,5,1,0,3,100,0,125,274
2,0,500,0,5,1,0,1,600,400,0,431
2,1,1000,0,4,3,0,3,100,0,200,363
2,1,500,0,5,3,0,3,100,75,25,228
1,1,1000,0,4,3,0,2,400,50,0,73
1,0,1000,1,4,2,0,2,300,50,0,32
1,1,1000,0,5,1,0,1,200,400,0,436
2,2,500,1,5,2,0,2,400,600,0,52
1,0,1000,0,4,3,0,2,300,0,0,116
2,2,1000,0,5,3,0,3,100,25,25,227
1,1,500,0,3,2,0,1,400,0,0,6
2,2,500,1,5,1,0,3,125,0,75,275
2,2,500,0,4,2,0,3,200,100,100,293
2,2,1000,0,5,2,0,3,400,0,100,185
1,2,1000,1,4,3,0,2,400,0,0,143
2,2,1000,0,4,2,0,3,100,100,200,297
2,2,500,0,5,3,0,2,150,100,0,106
2,2,500,0,4,2,0,3,125,50,50,289
2,0,1000,0,3,1,0,3,100,0,100,381
2,2,1000,0,5,3,0,3,75,100,75,231
2,0,1000,0,4,1,0,3,150,0,50,378
2,2,500,0,4,3,0,3,50,50,50,338
2,1,1000,0,5,3,0,3,25,0,125,235
2,2,1000,1,4,3,0,2,400,0,0,143
2,1,500,0,5,3,0,3,150,0,75,259
2,2,1000,0,5,3,0,3,50,50,125,234
2,0,1000,0,4,3,0,2,200,100,0,86
2,2,500,0,4,3,0,3,50,0,150,357
2,2,500,0,4,2,0,3,125,0,150,324
1,1,500,0,4,1,0,3,75,0,150,409
2,2,1000,0,4,2,0,3,150,50,100,293
2,1,500,1,5,3,0,2,150,0,0,152
2,2,1000,0,4,3,0,3,150,0,75,350
2,2,500,0,5,2,0,3,300,50,150,165
1,0,500,1,4,2,0,2,300,100,0,30
1,1,500,0,5,1,0,1,200,400,0,436
2,2,1000,0,4,3,0,2,200,400,0,103
2,1,500,0,4,3,0,2,200,100,0,86
2,1,1000,0,4,3,0,3,150,75,100,372
2,2,500,0,4,1,0,2,25,0,5,283
2,0,500,0,5,1,0,3,150,25,50,261
1,2,500,1,3,2,0,2,200,600,0,62
1,2,500,1,5,2,0,1,600,0,0,416
1,0,500,0,5,3,0,2,50,50,0,115
2,2,500,0,5,2,0,3,150,75,75,197
2,1,500,0,4,3,0,3,100,100,75,361
2,0,1000,0,4,3,0,2,300,0,0,116
1,0,500,0,3,3,0,2,200,0,0,128
2,1,500,0,4,2,0,3,50,75,150,305
2,1,1000,0,4,3,0,2,600,200,0,93
2,1,500,0,4,3,0,3,150,50,50,361
2,0,1000,0,5,1,0,3,100,0,25,267
1,0,500,1,4,2,0,2,600,200,0,65
2,2,500,0,4,2,0,3,100,0,100,324
2,1,1000,0,4,3,0,2,400,0,0,120
2,2,500,0,4,3,0,3,75,0,100,349
2,1,1000,0,4,3,0,2,300,100,0,82
1,0,500,1,5,2,0,2,200,50,0,41
2,2,1000,0,5,3,0,3,100,100,125,205
1,0,500,0,5,1,0,1,400,50,0,441
2,2,1000,0,4,2,0,3,200,100,150,292
1,1,1000,0,5,1,0,1,400,600,0,434
2,2,1000,0,5,2,0,3,200,400,200,161
2,2,1000,0,5,2,0,3,400,0,600,184
2,2,500,1,5,2,0,2,200,400,0,59
1,1,500,0,4,1,0,3,50,0,100,409
2,2,500,0,5,1,0,1,150,50,0,439
2,2,500,0,5,3,0,3,200,0,150,221
2,1,1000,0,5,3,0,3,125,100,150,242
2,0,1000,0,3,1,0,3,50,0,75,381
2,0,1000,0,5,1,0,3,125,25,50,262
2,1,500,0,5,2,0,3,400,600,400,171
1,1,500,0,5,2,0,1,100,0,0,20
1,1,500,1,3,2,0,2,300,50,0,28
2,1,1000,0,5,2,0,3,200,600,200,172
2,2,500,0,5,3,0,3,400,100,200,209
2,2,500,1,4,2,0,2,20,15,0,69
2,2,1000,0,4,3,0,3,400,400,600,334
2,1,500,0,5,2,0,3,100,75,100,174
2,2,500,0,5,2,0,3,25,0,75,287
2,1,1000,0,4,3,0,3,75,0,50,365
2,1,500,0,5,3,0,3,125,75,75,240
1,2,500,1,3,2,0,2,400,400,0,64
2,1,500,0,4,3,0,2,50,50,0,114
2,1,1000,0,5,2,0,3,150,100,75,174
2,2,500,0,5,2,0,3,150,25,150,166
2,1,500,1,3,2,0,2,300,50,0,28
2,2,1000,0,5,2,0,3,125,0,50,187
1,1,500,0,5,1,0,1,400,600,0,434
2,1,1000,0,4,3,0,3,400,600,600,367
2,2,1000,0,5,3,0,3,125,25,75,207
2,1,500,0,5,2,0,3,125,25,150,175
2,2,1000,0,4,3,0,2,400,600,0,97
2,0,1000,1,4,2,0,2,200,200,0,66
1,0,500,1,4,3,0,2,150,0,0,150
1,2,500,0,5,1,0,1,150,50,0,439
2,2,500,0,5,3,0,3,200,50,50,216
2,1,500,1,4,2,0,2,200,200,0,66
1,2,1000,0,5,1,0,1,300,100,0,444
2,1,500,0,4,3,0,3,150,0,150,363
2,0,500,1,4,2,0,2,20,20,0,68
2,2,500,0,5,2,0,3,600,200,600,162
2,2,1000,1,4,2,0,2,150,100,0,43
2,0,1000,0,5,1,0,1,100,50,0,440
2,0,500,1,5,2,0,2,200,50,0,41
2,1,500,0,4,2,0,3,125,0,50,320
2,0,500,0,5,1,0,1,400,50,0,441
1,1,1000,0,4,3,0,2,400,0,0,120
2,2,1000,0,5,3,0,3,200,50,200,213
2,2,500,0,5,3,0,3,50,0,50,219
2,2,1000,0,4,2,0,3,200,200,400,292
2,2,1000,0,4,3,0,3,50,25,125,343
2,2,500,0,5,3,0,2,100,0,0,134
2,1,500,0,5,2,0,3,100,0,150,189
2,1,500,0,4,3,0,3,50,50,200,359
2,1,1000,0,4,2,0,3,300,50,150,313
2,1,500,0,5,3,0,3,100,25,150,243
2,0,1000,0,3,1,0,3,25,0,75,384
2,1,1000,0,5,1,0,1,400,400,0,432
2,1,500,0,5,3,0,3,125,75,100,243
2,2,500,0,5,3,0,3,150,75,100,204
2,1,500,0,4,3,0,3,200,0,100,366
2,2,500,0,5,2,0,3,50,50,75,200
2,1,500,0,5,2,0,3,75,50,100,192
2,2,500,0,3,3,0,2,600,400,0,93
1,1,1000,1,3,2,0,2,100,50,0,23
1,0,1000,1,4,2,0,2,100,100,0,42
1,2,1000,0,4,3,0,2,200,50,0,71
2,1,500,0,3,2,0,3,100,25,50,386
1,0,1000,0,4,3,0,2,400,100,0,82
2,1,1000,0,4,2,0,3,50,25,150,305
2,2,1000,0,4,3,0,3,300,100,200,336
2,2,1000,0,5,2,0,3,400,50,150,165
2,1,500,0,5,3,0,3,25,25,75,237
2,1,500,0,4,2,0,3,150,0,50,320
2,2,500,0,4,2,0,3,300,0,200,326
2,2,500,0,4,3,0,3,125,75,25,356
2,1,1000,0,4,2,0,3,75,75,100,305
2,0,500,0,4,3,0,2,400,200,0,93
1,2,1000,0,4,3,0,2,400,400,0,95
2,1,500,0,5,2,0,3,100,50,50,196
2,1,1000,0,5,3,0,3,150,50,125,242
2,1,500,1,3,3,0,2,300,0,0,155
2,2,500,0,5,2,0,3,50,0,75,191
1,0,500,1,4,3,0,2,600,0,0,138
2,2,1000,1,5,1,0,3,75,0,100,275
2,2,1000,0,5,2,0,3,150,0,50,187
2,2,1000,0,5,2,0,3,150,75,125,168
2,2,500,0,5,3,0,3,150,0,100,222
2,1,500,0,5,3,0,3,125,100,125,243
2,2,500,0,5,2,0,3,75,0,125,188
2,0,500,0,4,3,0,2,100,100,0,88
2,2,500,1,5,1,0,3,150,0,75,278
2,2,500,0,5,3,0,3,400,200,600,209
2,2,500,0,4,3,0,3,100,75,75,331
2,2,1000,0,5,3,0,3,100,50,200,205
2,0,1000,0,4,1,0,3,125,0,50,378
2,2,500,0,4,2,0,3,150,100,75,299
2,1,1000,0,5,1,0,1,200,600,0,435
2,2,500,0,3,3,0,2,400,0,0,118
2,2,1000,0,4,2,0,3,600,400,600,294
2,1,500,0,4,2,0,3,125,100,75,306
2,1,500,0,4,3,0,3,200,0,600,370
2,0,1000,0,5,1,0,3,75,0,75,270
2,1,500,0,4,3,0,3,75,100,100,359
2,1,1000,0,4,2,0,3,600,600,600,310
2,2,500,0,5,2,0,3,200,400,400,160
2,1,1000,0,5,2,0,3,200,0,400,178
2,2,1000,1,5,1,0,3,50,0,150,274
1,0,1000,1,5,3,0,2,200,0,0,145
2,1,1000,0,4,3,0,3,150,25,50,361
2,1,1000,0,4,2,0,3,150,25,150,304
2,2,1000,0,4,2,0,3,100,0,25,321
2,2,1000,0,4,3,0,3,150,100,50,341
2,1,1000,0,4,3,0,3,300,0,100,364
2,1,500,1,5,3,0,2,600,0,0,141
2,1,500,0,5,2,0,3,125,0,100,189
2,0,500,0,5,1,0,3,100,0,200,268
2,2,1000,0,4,3,0,3,125,0,75,350
2,0,1000,1,5,3,0,2,200,0,0,144
1,0,1000,1,4,2,0,2,400,200,0,65
1,1,1000,0,3,3,0,2,150,50,0,76
2,1,500,0,4,3,0,3,50,75,50,362
2,0,1000,0,5,2,0,3,75,0,25,265
2,1,500,0,5,3,0,3,600,600,400,252
1,2,1000,0,4,3,0,2,200,600,0,102
2,1,500,0,4,2,0,3,100,50,125,306
1,2,500,1,5,2,0,1,150,0,0,423
2,1,500,0,5,2,0,3,100,0,25,190
2,0,1000,0,3,1,0,3,400,0,50,382
2,2,500,0,4,2,0,3,200,200,200,292
2,2,500,0,5,2,0,3,50,75,100,202
2,2,1000,1,4,1,0,3,75,0,25,402
2,2,1000,0,5,2,0,3,600,0,200,182
2,1,1000,0,5,2,0,3,150,0,200,179
2,1,500,0,4,2,0,3,150,75,25,290
2,1,500,0,5,3,0,3,125,0,75,259
2,2,1000,0,4,2,0,3,150,25,25,291
2,1,500,0,4,3,0,3,150,100,100,360
2,0,500,1,4,2,0,2,400,100,0,30
2,2,1000,0,5,3,0,3,50,75,50,232
1,2,500,0,5,3,0,2,600,600,0,101
2,2,500,0,5,2,0,3,75,25,150,195
2,0,500,0,3,1,0,3,100,0,50,383
2,0,500,0,3,1,0,3,200,0,100,381
2,2,500,1,5,1,0,3,400,0,200,279
1,1,1000,0,3,2,0,1,200,0,0,4
2,1,500,1,5,2,0,2,400,400,0,52
2,2,500,0,5,3,0,3,400,100,50,215
2,1,1000,0,5,2,0,3,400,100,200,173
2,0,500,1,3,2,0,2,600,400,0,64
1,2,1000,1,3,2,0,2,600,200,0,35
2,2,500,0,5,3,0,3,400,0,50,226
2,2,1000,0,4,2,0,1,150,0,0,1
2,2,500,0,4,2,0,3,400,600,600,295
2,1,1000,0,5,3,0,3,50,100,200,246
2,1,1000,0,5,3,0,3,50,0,200,260
2,1,500,0,5,2,0,3,600,400,200,173
2,1,500,0,5,3,0,3,400,0,150,257
2,2,1000,1,5,2,0,2,400,100,0,58
1,1,1000,1,3,2,0,2,200,400,0,63
2,1,1000,0,5,3,0,2,600,600,0,101
2,1,500,0,5,2,0,3,100,25,75,193
2,1,1000,0,5,3,0,3,600,200,600,248
2,1,500,0,5,2,0,1,400,0,0,11
2,2,1000,0,5,2,0,3,150,25,100,168
2,2,1000,0,5,2,0,3,100,75,75,195
2,0,1000,1,5,2,0,2,400,400,0,52
2,1,500,0,4,3,0,3,200,50,150,372
2,2,1000,0,5,1,0,2,75,0,25,394
2,2,500,0,4,3,0,3,600,0,200,347
2,2,1000,0,4,3,0,3,50,75,100,343
2,1,500,0,4,2,0,3,600,200,400,309
2,1,1000,0,5,3,0,3,75,0,25,230
2,1,500,0,5,3,0,3,600,0,400,255
2,2,500,1,4,2,0,2,400,200,0,65
1,2,1000,1,4,2,0,2,400,50,0,32
1,1,500,1,3,3,0,2,150,0,0,157
2,2,1000,0,4,3,0,3,75,25,150,342
1,2,1000,0,5,1,0,2,75,0,25,392
2,0,500,0,5,3,0,2,200,0,0,136
2,1,500,0,5,3,0,3,125,25,125,243
2,2,500,0,5,3,0,3,150,25,25,227
2,1,1000,0,4,2,0,3,600,0,600,316
2,0,500,0,3,3,0,2,50,50,0,112
2,2,500,0,5,3,0,3,150,25,125,204
1,1,500,1,3,2,0,2,200,400,0,63
2,1,500,0,5,3,0,3,25,0,150,235
2,2,1000,0,5,3,0,2,100,100,0,110
2,1,1000,0,3,2,0,1,200,0,0,4
2,2,500,0,5,2,0,3,50,25,50,201
2,2,500,0,5,2,0,3,125,100,150,166
2,1,500,0,5,3,0,3,400,50,50,241
2,1,1000,1,5,1,0,3,100,0,100,275
2,2,500,0,4,3,0,3,50,0,25,358
2,1,500,1,5,1,0,2,20,0,5,397
2,1,500,0,5,3,0,3,300,100,100,254
2,2,1000,0,4,2,0,3,150,100,125,293
1,2,500,0,5,1,0,1,200,600,0,435
2,2,500,0,5,3,0,3,200,600,200,213
1,2,1000,0,4,2,0,1,150,0,0,1
1,1,1000,1,5,2,0,1,50,0,0,430
2,2,1000,0,5,2,0,3,300,50,100,169
2,0,1000,1,5,2,0,2,200,600,0,59
2,2,1000,0,5,3,0,2,400,200,0,99
2,2,500,0,4,2,0,3,150,50,150,293
2,1,500,0,4,2,0,3,125,50,150,306
1,0,500,0,4,2,0,1,400,0,0,9
1,2,1000,1,4,2,0,2,25,20,0,67
2,1,500,0,5,1,0,2,150,0,25,395
2,1,500,0,3,2,0,1,100,0,0,16
1,1,1000,0,3,3,0,2,150,100,0,81
1,1,1000,1,4,2,0,1,150,0,0,426
2,1,1000,0,5,3,0,3,300,0,50,259
1,1,1000,1,3,2,0,2,400,600,0,61
2,2,500,0,5,2,0,3,50,25,125,202
2,2,500,1,4,2,0,2,100,100,0,42
2,2,1000,0,4,1,0,2,150,0,25,286
1,0,1000,0,3,3,0,2,600,400,0,93
1,1,500,1,4,2,0,2,25,10,0,69
2,1,1000,0,5,3,0,3,125,75,50,240
2,1,500,1,5,2,0,2,200,600,0,59
2,1,1000,1,5,1,0,3,125,0,150,274
1,2,500,0,5,1,0,1,400,400,0,432
2,1,500,0,3,2,0,3,125,50,25,385
2,2,1000,0,5,3,0,3,150,100,200,204
2,0,500,0,4,1,0,3,50,0,125,377
2,1,1000,0,4,2,0,3,400,50,100,314
2,1,1000,1,4,2,0,1,150,0,0,426
1,0,500,1,5,2,0,2,600,600,0,53
2,1,1000,0,4,3,0,3,100,0,75,366
2,2,1000,0,4,2,0,3,150,0,100,324
2,1,1000,1,4,1,0,3,200,0,50,403
1,1,500,1,3,2,0,2,400,600,0,61
2,2,500,0,4,3,0,2,400,100,0,82
1,1,500,0,3,3,0,2,150,100,0,81
2,1,1000,0,4,3,0,3,200,100,100,375
2,1,500,0,5,2,0,3,125,25,25,199
1,2,1000,1,3,2,0,2,300,100,0,26
1,1,500,0,4,3,0,2,200,0,0,129
2,2,1000,0,5,3,0,3,300,0,200,225
2,1,1000,0,4,3,0,3,150,50,75,372
2,2,1000,0,5,2,0,3,125,75,25,199
2,2,1000,0,5,2,0,3,125,100,100,168
2,2,500,1,5,2,0,1,300,0,0,417
1,1,500,0,5,1,0,2,150,0,25,393
1,1,1000,0,5,2,0,3,25,0,150,399
2,2,1000,1,4,2,0,2,25,20,0,67
2,1,1000,0,5,3,0,3,600,0,600,250
2,2,500,0,4,2,0,3,150,25,25,291
2,2,500,0,5,3,0,3,400,50,200,209
1,0,1000,0,5,3,0,2,100,100,0,110
2,2,500,0,4,3,0,3,100,25,125,330
2,1,500,0,4,2,0,3,50,0,125,317
2,2,1000,0,5,2,0,3,75,25,150,195
2,1,1000,1,5,1,0,3,200,0,150,279
2,0,1000,0,4,1,0,3,200,0,50,378
2,2,1000,1,5,1,0,3,400,0,200,279
2,1,500,0,4,2,0,3,600,0,400,315
2,2,500,1,5,1,0,3,75,0,150,274
2,2,500,0,5,2,0,3,600,0,200,182
1,2,1000,1,4,2,0,1,400,0,0,420
2,0,500,0,5,1,0,3,100,100,75,261
1,0,1000,0,4,2,0,1,300,0,0,10
2,1,1000,1,5,2,0,2,300,50,0,40
2,1,500,0,4,2,0,3,400,50,50,308
2,1,500,0,4,3,0,3,400,50,100,376
2,2,1000,0,5,2,0,3,50,0,125,191
2,0,1000,0,5,3,0,2,400,50,0,84
1,1,500,0,3,3,0,2,400,0,0,118
2,0,500,0,5,1,0,3,125,0,125,268
1,0,500,1,3,2,0,2,200,200,0,34
2,0,500,0,4,1,0,3,50,0,25,380
2,0,500,0,5,3,0,2,100,50,0,109
2,0,500,0,4,3,0,2,100,0,0,131
2,1,500,0,4,2,0,3,400,0,150,319
1,2,500,1,5,3,0,2,600,0,0,141
2,0,500,0,5,1,0,3,125,50,25,266
2,1,1000,0,5,3,0,3,75,25,125,246
2,0,1000,0,4,2,0,1,300,0,0,10
1,0,500,0,3,2,0,1,200,0,0,4
2,2,1000,1,4,1,0,3,100,0,50,403
2,1,500,0,4,3,0,3,75,100,25,354
2,0,500,1,5,2,0,2,400,200,0,55
2,1,500,1,5,2,0,1,150,0,0,423
1,2,1000,1,5,2,0,2,400,400,0,52
1,1,500,0,4,1,0,3,125,0,75,407
2,2,500,0,5,2,0,3,300,100,200,165
2,1,1000,1,3,2,0,2,200,100,0,27
1,0,500,0,5,3,0,2,100,50,0,109
2,1,500,1,3,2,0,2,600,200,0,35
2,2,500,0,5,3,0,3,75,75,50,231
2,0,500,0,5,1,0,3,125,50,125,262
2,2,1000,0,4,3,0,3,100,75,75,331
2,0,1000,1,3,2,0,2,600,200,0,35
2,2,500,0,5,2,0,3,50,0,200,191
2,1,1000,0,4,3,0,3,125,50,150,374
2,2,1000,0,4,2,0,3,100,25,100,298
2,1,500,0,5,2,0,3,150,100,150,175
2,1,500,1,5,1,0,3,100,0,50,277
1,0,1000,1,5,2,0,2,400,100,0,58
2,2,1000,1,4,2,0,1,400,0,0,420
2,1,1000,0,5,2,0,3,400,0,50,186
2,1,500,0,4,3,0,3,100,25,75,361
2,2,1000,0,4,2,0,3,125,75,150,297
2,0,1000,1,3,2,0,2,300,100,0,26
2,2,500,0,5,1,0,1,200,50,0,439
2,2,500,1,5,2,0,2,400,50,0,40
2,0,1000,0,5,1,0,3,150,50,25,266
2,0,500,0,4,1,0,3,400,0,200,379
2,2,1000,0,5,3,0,3,150,0,100,222
1,1,500,0,5,3,0,2,100,0,0,134
2,2,1000,0,4,2,0,3,400,200,600,295
2,2,1000,0,4,3,0,3,50,0,75,357
1,1,1000,0,4,1,0,3,150,0,150,414
2,2,500,0,4,2,0,3,100,0,75,324
1,0,500,0,3,3,0,2,200,100,0,70
1,0,500,1,5,2,0,2,150,50,0,45
2,1,1000,0,5,2,0,3,150,50,75,174
2,2,1000,0,4,2,0,3,300,0,200,326
2,1,1000,0,4,2,0,1,400,0,0,9
1,0,500,0,5,3,0,2,50,100,0,115
2,2,1000,0,4,3,0,3,125,75,25,356
2,2,1000,0,4,3,0,3,200,400,400,332
2,2,500,0,4,3,0,3,125,0,25,358
2,1,500,0,4,2,0,3,75,50,75,307
2,1,500,0,4,3,0,3,125,25,25,354
2,0,500,1,5,2,0,2,100,100,0,44
2,2,1000,0,4,3,0,3,50,100,125,343
2,1,500,0,4,3,0,3,400,600,200,375
2,1,1000,0,5,2,0,3,125,25,125,175
2,1,1000,0,4,3,0,3,200,600,400,367
2,1,500,1,3,2,0,2,300,100,0,26
2,2,500,0,5,3,0,3,600,400,600,210
2,0,500,0,5,1,0,3,75,50,125,263
2,0,500,0,5,3,0,2,50,100,0,115
2,2,1000,0,5,3,0,3,125,100,25,227
2,1,1000,0,3,3,0,2,200,200,0,85
2,0,500,0,5,3,0,2,400,100,0,89
1,1,1000,0,5,1,0,3,150,25,125,400
1,1,1000,0,4,2,0,1,400,0,0,9
2,1,500,1,4,1,0,3,150,0,25,402
1,2,500,1,4,2,0,2,600,600,0,49
2,0,500,1,5,2,0,2,150,50,0,45
1,2,1000,0,4,1,0,3,400,0,400,412
2,2,500,0,3,1,0,2,25,0,20,406
1,2,1000,0,3,3,0,2,400,50,0,74
2,2,1000,0,3,3,0,2,600,400,0,93
2,1,500,0,5,2,0,3,200,600,600,172
2,2,1000,0,5,2,0,3,75,100,150,167
2,2,500,0,5,2,0,3,300,0,50,186
2,1,500,0,4,3,0,3,75,0,25,358
2,2,500,1,5,1,0,3,50,0,100,275
2,2,500,0,5,2,0,3,100,50,150,167
2,1,1000,0,4,2,0,3,200,50,150,312
1,1,500,0,5,2,0,3,50,0,75,398
2,0,1000,0,5,1,0,3,150,0,125,268
2,1,1000,0,4,2,0,3,125,75,50,307
1,0,1000,0,5,3,0,2,400,200,0,99
1,1,500,0,4,1,0,3,150,0,150,410
1,2,500,0,5,1,0,1,200,50,0,441
