season,beta,kappa,seed,start_month,moore,suit_thresh,latency_period,a_s,a_l,a_ld,cluster
2,0,1000,1,3,3,0,2,400,0,0,149
2,0,500,0,4,1,0,3,25,0,50,377
1,1,1000,0,4,3,0,2,200,200,0,90
2,2,1000,0,4,3,0,3,75,50,25,355
2,1,1000,0,4,3,0,3,125,50,50,361
2,2,500,1,5,1,0,3,75,0,75,275
2,1,500,0,5,2,0,3,300,50,50,194
1,2,500,1,3,2,0,2,100,50,0,23
1,2,1000,0,4,3,0,2,600,400,0,95
2,2,500,0,4,2,0,3,100,100,150,297
2,0,500,0,4,3,0,2,600,200,0,93
2,2,500,1,3,3,0,2,50,0,0,159
1,1,500,0,4,1,0,3,50,0,200,409
1,1,500,1,4,2,0,1,300,0,0,422
2,1,1000,0,5,1,0,1,600,400,0,431
2,2,1000,0,4,3,0,3,75,0,125,349
1,0,1000,1,3,3,0,2,400,0,0,149
2,2,500,0,5,3,0,3,400,100,100,211
2,2,1000,0,5,1,0,1,200,200,0,437
2,2,500,0,5,3,0,3,100,25,50,206
2,2,500,0,5,3,0,2,200,0,0,136
1,1,500,0,4,3,0,2,200,200,0,90
2,1,1000,0,4,3,0,3,125,0,150,363
2,2,500,0,3,3,0,2,50,50,0,112
2,2,500,1,3,2,0,2,100,50,0,23
2,1,500,0,5,1,0,1,150,100,0,442
2,1,500,0,5,2,0,3,300,0,150,179
2,0,1000,0,5,1,0,1,150,100,0,445
2,1,1000,0,4,3,0,3,75,100,100,373
2,1,1000,1,5,3,0,2,600,0,0,140
2,1,500,0,5,3,0,3,75,0,125,260
2,2,1000,0,5,3,0,3,200,50,100,214
2,2,500,0,4,2,0,3,125,25,150,298
1,0,1000,1,4,2,0,2,300,100,0,30
2,1,500,0,4,2,0,3,150,25,150,306
1,2,1000,0,4,1,0,2,25,0,15,284
2,1,1000,0,4,2,0,3,125,100,75,306
1,2,1000,0,3,3,0,2,300,0,0,117
2,1,1000,0,5,3,0,3,150,75,75,243
2,2,500,0,4,2,0,3,100,75,100,297
2,2,1000,0,4,2,0,3,125,50,25,291
2,2,500,0,3,3,0,2,400,400,0,93
1,1,500,1,3,2,0,2,600,600,0,61
2,1,500,0,5,2,0,3,100,100,200,175
2,1,1000,0,5,3,0,3,125,25,125,242
2,2,500,0,5,2,0,3,25,0,150,287
2,2,1000,0,4,2,0,3,50,100,125,301
2,1,1000,0,4,2,0,3,400,0,100,319
2,0,500,0,4,1,0,3,125,0,25,380
1,0,500,1,5,2,0,2,400,600,0,52
2,1,500,0,5,3,0,3,50,25,50,232
2,2,1000,1,4,2,0,2,300,50,0,32
2,0,500,1,3,2,0,2,200,50,0,29
2,1,1000,0,5,2,0,1,400,0,0,11
2,1,500,0,5,3,0,3,50,75,125,247
1,2,500,0,5,1,0,1,600,400,0,431
2,1,1000,0,4,2,0,3,300,100,150,313
2,1,1000,0,4,3,0,3,75,100,75,359
2,0,500,0,3,3,0,2,400,0,0,118
2,2,1000,0,5,3,0,3,50,0,75,219
2,0,1000,0,4,1,0,3,400,0,150,379
2,2,1000,0,5,3,0,3,100,0,200,222
1,2,1000,0,4,1,0,3,150,0,50,408
2,2,1000,0,4,3,0,3,50,25,50,338
2,1,500,1,5,2,0,2,300,50,0,40
2,1,1000,0,4,3,0,3,100,25,25,354
1,0,1000,0,3,2,0,1,600,0,0,7
1,0,500,0,5,3,0,2,150,100,0,106
1,2,1000,1,3,2,0,2,100,100,0,22
1,1,500,0,4,3,0,2,100,0,0,131
2,2,500,0,5,3,0,3,125,0,125,222
2,1,500,0,3,2,0,1,200,0,0,4
2,1,500,0,5,3,0,3,50,100,200,246
2,1,500,1,5,1,0,3,200,0,100,280
2,1,1000,0,5,3,0,2,200,400,0,105
1,2,1000,0,3,3,0,2,400,100,0,72
2,2,1000,0,4,2,0,3,400,0,50,322
2,2,500,0,5,3,0,3,125,50,25,227
2,2,1000,0,5,3,0,2,600,200,0,98
2,0,1000,0,3,2,0,1,600,0,0,7
1,0,500,1,5,2,0,1,150,0,0,423
1,1,500,1,5,2,0,2,300,50,0,40
2,1,500,0,4,2,0,3,100,75,50,307
2,2,1000,0,5,3,0,3,75,100,150,233
1,0,1000,0,3,3,0,2,400,400,0,93
2,1,1000,0,4,3,0,3,50,50,125,373
2,1,1000,1,5,1,0,3,100,0,50,277
2,1,500,0,5,3,0,3,75,0,25,230
2,2,500,0,4,3,0,3,50,100,100,343
2,1,500,0,5,2,0,3,400,0,50,186
2,2,500,0,5,3,0,3,100,50,150,205
2,0,1000,0,3,1,0,3,100,0,25,383
2,0,500,1,3,2,0,2,200,600,0,62
2,1,1000,0,4,3,0,3,200,50,150,374
2,2,500,1,4,2,0,2,300,100,0,30
2,2,1000,0,5,2,0,3,125,100,25,199
1,1,1000,0,5,2,0,1,400,0,0,11
1,2,1000,0,5,2,0,3,25,0,50,399
1,1,1000,1,3,2,0,2,600,600,0,61
1,0,500,1,3,2,0,2,200,50,0,29
2,2,1000,0,4,2,0,3,100,25,50,289
2,1,1000,0,4,2,0,3,400,400,400,311
2,0,500,0,5,1,0,3,50,0,25,267
2,0,500,0,5,3,0,2,100,0,0,134
2,1,1000,0,4,2,0,3,400,0,600,316
2,1,500,0,4,2,0,3,200,400,200,313
2,1,500,0,5,2,0,3,150,0,125,189
2,1,500,0,5,2,0,3,200,100,150,176
2,2,1000,0,4,2,0,3,400,600,400,295
2,2,500,1,4,2,0,2,600,200,0,65
2,1,500,0,5,3,0,3,400,0,400,255
1,0,1000,0,5,2,0,1,300,0,0,13
2,2,500,0,5,3,0,3,100,50,75,208
2,1,500,0,4,2,0,3,400,50,100,314
2,2,500,0,4,3,0,3,400,0,200,346
1,2,1000,1,5,2,0,1,400,0,0,418
2,1,1000,1,5,1,0,3,300,0,100,280
2,2,1000,0,5,3,0,2,300,100,0,89
2,2,500,0,5,2,0,3,400,50,200,164
1,0,500,1,5,2,0,2,200,400,0,59
2,1,500,0,4,3,0,3,100,100,125,360
2,2,500,0,4,2,0,3,100,25,125,298
2,1,1000,0,3,2,0,1,100,0,0,16
2,1,1000,0,4,3,0,3,200,200,600,367
2,2,1000,1,5,2,0,1,400,0,0,418
2,1,1000,1,5,2,0,2,150,100,0,56
2,1,500,1,5,1,0,3,200,0,600,281
2,2,1000,0,4,3,0,3,125,75,150,333
2,2,500,0,5,3,0,3,75,50,125,233
2,2,1000,0,3,2,0,3,150,75,25,385
2,1,1000,0,5,2,0,3,400,200,200,173
1,2,1000,1,3,2,0,2,400,200,0,35
2,1,500,0,5,2,0,3,200,200,400,172
1,1,1000,0,3,2,0,1,100,0,0,16
2,0,500,1,3,2,0,2,400,400,0,64
1,0,1000,0,3,3,0,2,200,600,0,96
2,1,1000,0,4,2,0,3,125,50,150,304
2,2,1000,0,4,3,0,3,100,25,100,330
2,1,500,1,5,2,0,2,600,400,0,53
2,1,1000,1,4,1,0,3,150,0,25,402
2,0,1000,1,5,2,0,2,600,400,0,53
2,1,500,1,4,2,0,1,150,0,0,426
2,1,500,0,3,2,0,3,75,75,25,385
2,2,500,0,4,3,0,3,600,600,200,335
2,0,500,0,5,2,0,3,50,0,75,265
2,1,500,0,5,3,0,3,400,400,600,249
2,2,500,0,5,2,0,1,50,0,0,21
1,2,1000,0,5,1,0,1,100,50,0,440
1,2,500,1,4,3,0,2,600,0,0,137
2,0,1000,0,5,2,0,1,300,0,0,13
2,1,1000,0,4,3,0,3,125,25,75,360
2,1,1000,0,5,3,0,2,400,600,0,100
2,2,500,0,4,3,0,3,50,50,25,355
2,1,500,0,5,3,0,3,50,0,200,260
2,1,1000,0,4,3,0,3,150,100,100,372
2,0,500,0,3,1,0,3,150,0,125,381
2,0,1000,0,4,1,0,3,150,0,25,380
1,1,1000,0,5,3,0,2,200,100,0,91
2,2,1000,0,3,3,0,2,400,400,0,93
2,2,500,0,4,2,0,3,125,50,25,291
2,1,500,0,3,3,0,2,400,100,0,72
1,1,1000,1,5,2,0,1,150,0,0,423
1,2,500,1,4,2,0,2,400,600,0,48
2,2,500,0,4,2,0,3,400,200,400,295
1,2,1000,0,4,1,0,3,600,0,400,412
2,2,1000,0,4,2,0,3,75,75,50,289
2,2,1000,0,4,3,0,3,50,0,200,357
2,2,1000,0,5,3,0,3,100,25,50,206
2,2,500,0,5,1,0,1,200,200,0,437
2,2,500,0,5,3,0,3,100,100,100,205
2,2,1000,0,5,3,0,3,200,100,200,213
2,2,500,0,4,3,0,3,200,400,600,332
2,0,1000,0,3,3,0,2,400,100,0,72
2,1,1000,0,5,3,0,3,600,600,400,249
1,2,500,0,4,3,0,2,150,100,0,87
2,2,1000,0,5,3,0,3,300,50,100,211
2,1,500,0,5,3,0,3,100,75,50,245
1,1,500,0,4,1,0,3,200,0,200,414
2,1,500,1,5,1,0,3,100,0,150,274
2,2,500,0,4,3,0,3,150,50,150,333
2,1,500,0,4,3,0,3,125,50,150,372
2,1,1000,0,5,2,0,3,50,50,125,203
1,0,500,0,5,2,0,1,400,0,0,11
2,2,1000,0,5,3,0,3,600,400,400,210
1,0,1000,0,5,3,0,2,600,200,0,98
2,1,500,0,4,2,0,3,600,600,600,311
2,0,500,1,3,3,0,2,150,0,0,157
1,1,1000,0,4,1,0,3,200,0,200,414
2,2,500,0,5,2,0,3,400,400,200,164
1,2,1000,0,4,1,0,3,400,0,150,415
2,0,1000,0,5,1,0,3,100,25,75,262
2,0,500,0,5,1,0,3,150,25,25,266
2,2,500,0,4,2,0,3,400,100,150,295
2,2,500,1,4,2,0,1,300,0,0,422
2,0,500,0,4,1,0,3,600,0,200,379
1,2,500,0,5,2,0,1,50,0,0,21
1,1,500,0,3,3,0,2,50,50,0,112
2,1,1000,0,5,3,0,3,400,0,100,257
1,1,500,0,5,3,0,2,200,0,0,136
1,1,500,0,4,1,0,3,75,0,125,409
2,0,1000,1,3,2,0,2,100,100,0,22
2,1,500,1,3,2,0,2,100,100,0,22
2,2,500,0,4,2,0,3,125,0,125,324
2,2,500,0,4,3,0,3,50,0,125,357
2,1,1000,0,5,2,0,3,100,25,25,199
2,0,500,1,5,2,0,2,300,100,0,58
2,2,1000,0,4,3,0,3,600,200,200,335
1,0,1000,0,5,3,0,2,300,50,0,84
2,2,1000,0,5,3,0,3,50,50,150,234
1,1,500,0,5,3,0,2,200,100,0,91
2,2,1000,0,4,2,0,3,100,0,200,324
2,1,1000,0,4,3,0,3,400,50,100,375
2,1,1000,0,5,3,0,3,25,0,150,235
1,1,1000,1,5,2,0,2,400,50,0,40
1,1,1000,0,5,1,0,1,200,50,0,439
2,1,1000,1,5,2,0,1,150,0,0,423
2,1,1000,1,5,1,0,3,200,0,400,281
2,1,1000,0,5,1,0,2,150,0,25,395
2,1,500,0,4,2,0,1,400,0,0,9
2,1,500,1,3,2,0,2,400,200,0,35
2,0,1000,0,5,1,0,3,125,25,25,266
2,1,1000,0,5,3,0,3,125,100,125,242
1,2,1000,1,5,2,0,2,600,400,0,53
2,2,1000,0,3,3,0,2,300,50,0,74
2,2,1000,0,5,3,0,3,150,25,100,204
2,0,500,0,4,3,0,2,200,50,0,71
2,2,500,0,4,2,0,3,75,50,125,303
2,0,500,1,5,2,0,2,600,200,0,54
2,1,500,0,4,2,0,3,200,50,150,314
2,2,1000,0,4,3,0,3,300,0,50,344
1,1,1000,1,5,2,0,2,200,200,0,60
2,2,500,1,4,2,0,2,25,25,0,67
1,0,500,0,3,2,0,1,100,0,0,16
2,1,1000,0,5,2,0,3,50,100,200,192
2,2,1000,0,5,3,0,3,100,100,150,205
2,2,1000,0,5,2,0,1,150,0,0,18
2,1,1000,0,5,2,0,3,125,25,75,174
1,2,500,1,4,2,0,2,200,400,0,51
2,0,500,0,5,1,0,3,400,0,50,271
2,2,500,0,5,2,0,3,400,100,50,198
2,0,1000,0,5,1,0,3,100,0,50,271
2,1,500,0,5,3,0,3,300,0,50,259
2,2,1000,0,3,3,0,2,200,600,0,96
2,0,1000,1,3,2,0,2,400,200,0,35
2,1,500,0,4,3,0,3,150,50,25,354
2,2,500,0,4,2,0,3,100,50,75,300
2,1,500,0,4,3,0,3,100,0,75,366
2,2,500,0,5,3,0,3,50,0,25,238
2,2,500,0,5,2,0,3,400,0,200,182
2,2,1000,0,4,2,0,3,400,100,100,296
2,1,500,0,4,2,0,3,125,0,25,321
2,2,500,0,4,3,0,3,75,50,75,342
2,1,500,1,4,1,0,3,200,0,50,403
2,1,500,0,4,2,0,3,400,0,400,315
1,2,1000,0,5,2,0,1,150,0,0,18
2,2,1000,1,5,1,0,3,600,0,200,279
2,1,1000,1,5,1,0,3,150,0,200,279
2,1,500,0,4,3,0,3,150,0,125,366
1,0,1000,0,5,3,0,2,300,100,0,89
2,1,1000,0,5,3,0,3,400,0,600,250
2,0,500,0,4,3,0,2,200,0,0,129
2,2,1000,0,5,3,0,3,100,0,75,217
1,0,500,0,4,3,0,2,200,50,0,71
1,1,500,1,5,2,0,2,200,200,0,60
2,1,500,0,5,2,0,3,125,25,125,174
2,2,1000,0,5,2,0,3,125,0,25,190
2,2,500,0,5,2,0,3,150,25,125,166
2,2,1000,1,5,1,0,3,200,0,50,278
2,1,500,1,5,1,0,3,125,0,100,280
2,1,1000,0,4,3,0,3,75,0,25,358
2,0,1000,0,4,1,0,3,75,0,75,377
2,1,500,0,4,2,0,3,75,100,100,305
2,1,1000,0,4,3,0,3,200,50,50,376
1,0,500,1,4,2,0,2,150,100,0,43
2,0,1000,0,5,1,0,3,100,50,50,261
1,0,1000,0,5,1,0,1,300,50,0,441
1,1,1000,0,5,3,0,2,200,50,0,107
2,1,1000,0,4,3,0,3,150,25,150,374
1,0,1000,1,4,3,0,2,200,0,0,153
2,1,500,0,4,2,0,3,75,75,150,305
1,1,1000,0,4,1,0,3,100,0,125,410
2,2,500,0,4,3,0,3,150,100,75,333
2,1,500,0,4,3,0,3,200,100,100,360
2,1,500,0,4,3,0,3,125,100,75,361
2,0,1000,1,4,2,0,2,50,100,0,36
2,1,500,1,5,1,0,3,50,0,75,275
2,0,1000,0,4,3,0,2,150,50,0,78
2,2,1000,0,5,3,0,3,75,50,125,233
2,2,500,0,3,2,0,1,50,0,0,14
2,2,1000,0,5,2,0,3,100,50,200,166
1,2,500,0,4,3,0,2,100,50,0,79
1,1,1000,0,4,1,0,3,400,0,50,408
2,0,500,0,5,1,0,3,150,25,125,262
1,0,500,0,4,3,0,2,400,600,0,97
2,2,500,0,5,3,0,2,300,100,0,89
2,2,500,0,4,3,0,2,100,50,0,79
2,1,1000,0,5,2,0,3,100,0,100,189
2,1,1000,0,4,2,0,3,150,0,50,320
2,2,1000,0,5,3,0,3,50,100,75,231
2,0,500,0,3,1,0,3,300,0,150,381
2,1,1000,0,5,3,0,3,25,25,75,237
2,2,1000,1,5,1,0,3,75,0,25,276
1,0,500,1,3,3,0,2,300,0,0,155
2,0,1000,1,4,3,0,2,200,0,0,152
2,2,1000,1,4,2,0,2,600,200,0,65
2,2,1000,0,5,2,0,3,25,0,100,287
2,2,1000,0,5,3,0,3,100,50,75,208
1,2,500,1,4,2,0,1,150,0,0,426
2,1,500,0,4,3,0,3,100,50,125,360
2,0,1000,0,5,1,0,3,100,0,150,268
2,0,500,0,5,1,0,3,150,0,100,268
2,2,1000,0,4,3,0,3,400,0,200,346
2,1,1000,0,5,2,0,3,75,50,150,192
2,1,1000,0,4,3,0,3,200,0,150,363
1,1,500,0,4,1,0,3,100,0,125,410
2,1,1000,0,3,3,0,3,50,0,50,389
2,2,1000,0,4,2,0,3,150,100,50,289
2,1,1000,1,4,2,0,2,200,400,0,51
2,1,500,1,4,3,0,2,600,0,0,142
1,2,1000,0,4,1,0,3,50,0,125,409
2,2,1000,1,4,2,0,2,300,100,0,30
2,1,1000,0,5,2,0,3,125,0,150,179
2,1,1000,0,5,3,0,3,300,100,100,253
2,2,500,0,4,3,0,3,75,25,50,339
1,0,500,0,4,3,0,2,200,400,0,103
2,1,500,0,4,3,0,3,300,0,150,364
1,2,500,0,4,3,0,2,50,0,0,133
2,2,500,0,5,3,0,3,400,600,400,209
1,2,1000,0,5,1,0,1,150,100,0,442
2,2,500,0,4,2,0,3,100,25,50,289
1,0,500,1,4,2,0,2,400,50,0,32
2,0,500,0,5,1,0,1,200,100,0,445
2,1,1000,0,4,2,0,3,150,75,75,306
2,0,1000,0,5,1,0,3,125,0,100,268
2,2,500,0,5,3,0,2,600,200,0,98
2,2,1000,0,5,3,0,3,125,50,25,227
2,1,500,0,5,2,0,3,125,75,100,174
1,0,1000,0,3,3,0,2,150,0,0,132
2,2,500,0,5,2,0,3,150,75,100,168
2,1,1000,0,4,2,0,3,600,200,400,311
2,2,500,0,4,3,0,2,100,0,0,131
2,2,500,0,4,3,0,2,50,100,0,113
2,1,1000,0,4,3,0,3,300,50,150,375
2,1,500,0,5,2,0,3,100,25,150,174
2,2,500,1,4,2,0,1,50,0,0,428
1,0,1000,0,5,1,0,1,200,200,0,437
2,2,500,1,4,2,0,2,150,50,0,25
1,0,500,1,5,3,0,2,600,0,0,142
2,1,1000,0,4,3,0,3,50,75,50,362
2,0,1000,0,3,3,0,2,150,0,0,132
2,2,1000,0,5,3,0,3,150,75,125,204
1,2,500,0,3,2,0,1,200,0,0,4
2,1,1000,1,4,2,0,2,400,600,0,48
2,0,500,1,4,2,0,2,15,25,0,68
2,2,1000,0,5,3,0,3,125,0,125,222
1,2,500,0,4,1,0,3,600,0,600,412
2,2,500,0,4,1,0,2,25,0,10,283
1,2,500,1,4,2,0,2,150,50,0,25
2,0,1000,0,4,3,0,2,600,400,0,95
1,2,500,0,4,3,0,2,50,100,0,113
2,1,1000,0,5,2,0,3,150,50,125,175
2,2,500,0,5,3,0,3,100,0,200,222
2,1,500,0,5,3,0,3,600,200,600,249
2,0,1000,1,4,2,0,2,100,50,0,24
2,1,1000,0,5,2,0,3,600,400,200,171
2,1,1000,0,5,2,0,3,125,50,50,193
2,1,1000,0,5,2,0,3,75,0,75,191
2,1,500,0,4,3,0,3,300,50,50,376
2,1,500,0,4,3,0,2,600,400,0,95
2,2,1000,0,5,2,0,3,600,600,200,164
2,1,500,0,5,2,0,3,400,100,200,173
2,1,1000,0,4,3,0,2,150,100,0,87
2,1,1000,0,5,2,0,3,100,0,25,190
2,1,1000,0,5,3,0,3,125,0,75,258
2,2,1000,0,5,3,0,3,400,50,150,209
2,0,500,1,4,2,0,2,400,50,0,32
1,1,500,1,4,2,0,2,400,400,0,47
1,2,500,1,3,2,0,2,400,50,0,28
1,0,1000,0,3,3,0,2,600,0,0,123
2,2,500,0,5,2,0,2,20,0,5,391
1,1,500,0,4,2,0,1,100,0,0,3
2,1,500,0,3,1,0,2,15,0,10,405
2,2,500,0,5,3,0,3,300,0,100,225
2,0,500,0,3,2,0,1,400,0,0,6
2,1,500,0,4,1,0,2,100,0,25,286
1,2,1000,0,4,1,0,3,200,0,50,408
2,0,500,0,3,3,0,2,50,100,0,111
2,1,1000,0,4,2,0,3,75,25,150,304
2,0,1000,0,4,1,0,3,25,0,100,377
2,2,500,1,3,2,0,2,200,200,0,34
2,2,1000,0,4,3,0,3,600,0,600,347
2,0,500,1,3,2,0,2,150,50,0,29
2,1,1000,0,5,3,0,2,400,0,0,125
1,2,1000,0,5,3,0,2,400,50,0,84
2,2,1000,0,5,1,0,2,100,0,25,394
2,2,500,0,4,2,0,3,150,0,200,327
2,0,500,0,4,1,0,3,75,0,100,378
1,2,1000,1,3,3,0,2,100,0,0,156
2,2,1000,0,4,2,0,3,150,100,150,293
1,1,1000,0,5,3,0,2,400,0,0,125
1,0,500,1,3,2,0,2,150,50,0,29
2,1,1000,0,5,3,0,3,100,75,75,240
2,2,1000,0,5,2,0,3,200,50,200,161
2,2,500,0,4,3,0,3,50,0,50,357
1,2,500,1,5,2,0,2,400,200,0,55
1,0,500,0,3,3,0,2,50,100,0,111
2,2,500,0,5,2,0,3,125,100,125,168
2,1,500,0,5,2,0,3,50,50,100,203
2,1,1000,0,5,3,0,3,150,0,75,258
2,0,1000,0,5,1,0,1,100,100,0,443
2,2,1000,1,3,3,0,2,100,0,0,156
2,1,500,0,5,3,0,3,25,0,125,235
1,0,1000,0,4,3,0,2,600,600,0,97
2,2,500,0,5,3,0,3,150,25,150,204
2,2,500,0,4,2,0,3,200,0,400,327
2,1,500,0,5,3,0,3,125,25,150,242
2,2,500,0,5,3,0,3,150,25,50,216
1,0,500,1,5,3,0,2,150,0,0,152
2,0,1000,0,3,3,0,2,600,0,0,119
2,1,500,0,5,2,0,3,200,0,200,179
2,2,500,1,3,2,0,2,400,50,0,28
2,2,1000,0,4,3,0,3,75,25,125,342
2,1,500,0,5,1,0,1,100,100,0,443
2,1,500,0,3,3,0,2,200,0,0,128
2,1,500,0,5,3,0,3,100,75,100,243
2,1,1000,0,5,3,0,3,75,0,50,219
2,1,500,0,5,3,0,2,50,50,0,115
2,1,1000,0,5,3,0,3,150,100,75,243
1,1,1000,1,4,2,0,2,400,400,0,47
2,1,1000,0,5,3,0,3,400,400,200,252
2,2,1000,0,4,2,0,3,150,50,75,299
2,1,1000,0,5,2,0,3,300,0,200,178
2,2,500,0,5,2,0,3,75,75,100,195
2,1,1000,1,5,1,0,3,125,0,125,274
2,1,500,0,5,3,0,3,200,400,400,251
2,1,1000,0,5,3,0,3,125,75,25,228
2,1,1000,0,3,3,0,2,100,0,0,130
2,1,1000,0,4,3,0,3,400,100,150,368
2,1,500,0,5,1,0,1,400,200,0,438
2,2,1000,0,5,3,0,3,400,600,200,209
1,2,500,0,4,1,0,3,400,0,200,415
2,2,500,0,5,2,0,3,50,25,150,202
1,2,1000,1,5,3,0,2,400,0,0,138
2,2,500,0,5,2,0,3,75,25,75,202
1,0,1000,0,5,3,0,2,300,0,0,126
2,0,500,0,5,1,0,3,200,0,150,268
2,1,1000,0,4,3,0,3,150,0,100,363
1,2,500,1,5,2,0,2,100,100,0,44
2,1,500,0,4,2,0,3,125,50,125,306
2,2,500,0,4,2,0,3,150,50,125,293
2,0,1000,0,5,1,0,1,400,200,0,438
2,0,500,0,5,2,0,1,100,0,0,20
1,1,500,1,4,2,0,2,200,600,0,50
1,0,500,0,3,3,0,2,100,50,0,77
2,1,500,0,5,2,0,3,400,200,600,171
2,2,500,0,3,3,0,2,200,100,0,70
2,1,1000,0,4,2,0,3,150,75,100,304
2,2,500,0,4,2,0,3,150,100,100,293
1,2,500,1,4,2,0,1,600,0,0,421
1,0,500,0,4,3,0,2,50,50,0,114
1,1,1000,1,4,2,0,2,200,600,0,50
2,1,1000,1,3,2,0,2,300,50,0,28
2,0,1000,0,5,3,0,2,300,0,0,126
2,0,1000,0,3,3,0,2,400,50,0,74
2,1,500,0,4,2,0,3,100,100,75,307
2,2,1000,0,5,2,0,3,125,75,50,196
2,1,500,1,4,3,0,2,150,0,0,150
2,0,500,1,4,2,0,2,600,600,0,49
2,2,1000,0,4,3,0,3,150,50,100,333
2,1,1000,0,4,3,0,3,400,200,400,367
2,0,500,0,3,3,0,2,100,50,0,77
2,1,500,0,4,3,0,3,200,200,200,375
2,1,500,0,5,2,0,3,125,25,50,196
2,2,500,0,5,3,0,3,300,50,150,212
2,2,500,0,5,3,0,3,25,25,125,236
1,2,500,0,5,3,0,2,400,100,0,89
1,1,500,1,4,2,0,2,20,20,0,68
2,1,1000,0,5,2,0,3,100,100,100,174
1,1,1000,0,3,3,0,2,100,0,0,130
2,1,1000,0,4,2,0,3,125,0,50,320
2,1,1000,0,4,2,0,3,200,400,600,310
2,1,1000,0,3,1,0,2,25,0,10,406
2,2,500,0,5,2,0,3,600,600,400,162
2,0,500,0,4,1,0,3,50,0,150,377
2,2,1000,1,5,3,0,2,400,0,0,138
2,2,1000,0,4,2,0,3,200,600,600,292
2,2,500,0,4,3,0,3,200,0,50,352
2,0,500,0,3,3,0,2,200,200,0,85
1,2,1000,0,3,3,0,2,200,400,0,92
2,1,1000,0,5,3,0,2,400,100,0,89
2,2,1000,0,5,3,0,3,75,75,75,231
2,2,1000,0,5,2,0,1,600,0,0,12
2,2,1000,0,4,2,0,3,400,200,200,295
1,1,1000,0,3,3,0,2,600,200,0,83
2,2,500,0,5,3,0,3,400,50,100,211
2,2,1000,0,5,3,0,3,25,100,100,236
2,2,1000,1,5,1,0,3,400,0,100,280
2,2,500,0,3,3,0,2,200,50,0,75
2,1,500,0,4,3,0,3,400,600,600,369
2,2,1000,0,3,2,0,3,75,25,50,386
2,1,500,0,3,2,0,3,150,100,25,385
2,2,500,0,5,3,0,3,600,400,200,210
2,2,500,0,3,2,0,3,125,100,25,385
1,0,1000,0,3,3,0,2,200,100,0,70
2,1,500,0,4,3,0,3,75,75,75,362
2,2,500,0,5,3,0,3,150,50,75,207
2,1,1000,0,5,1,0,2,125,0,25,395
2,2,1000,0,4,3,0,3,75,75,100,342
2,0,1000,1,5,2,0,1,100,0,0,424
2,1,500,0,5,3,0,3,100,25,125,243
1,2,500,0,4,3,0,2,400,0,0,120
2,1,500,0,4,3,0,3,400,50,200,375
2,2,1000,1,5,2,0,2,600,600,0,53
2,2,1000,0,4,3,0,3,50,25,150,343
2,1,500,0,5,2,0,3,100,0,125,189
2,1,500,0,5,3,0,3,125,100,150,242
1,2,1000,1,5,2,0,2,200,50,0,41
2,2,1000,0,5,2,0,3,150,0,25,190
2,2,500,0,5,2,0,3,300,100,100,169
1,2,1000,0,5,1,0,1,400,50,0,441
2,2,1000,0,5,2,0,3,150,75,150,166
2,1,500,0,5,2,0,3,200,600,200,177
2,0,500,1,5,3,0,2,300,0,0,143
2,1,1000,0,5,2,0,3,400,600,400,170
2,1,500,0,5,2,0,3,100,50,25,199
2,1,1000,0,5,3,0,3,150,50,150,242
1,0,1000,1,5,2,0,1,100,0,0,424
2,2,1000,0,5,2,0,3,400,400,400,163
2,2,500,0,4,3,0,3,125,75,50,340
1,0,500,0,5,3,0,2,400,200,0,99
2,2,1000,0,5,3,0,3,200,200,600,213
1,1,1000,0,4,1,0,3,75,0,50,408
2,1,500,0,4,2,0,3,150,0,25,321
1,2,1000,0,5,2,0,1,600,0,0,12
1,1,500,0,3,3,0,2,600,200,0,83
2,2,500,0,5,3,0,3,25,0,25,239
1,2,500,0,3,3,0,2,200,50,0,75
2,1,1000,1,5,2,0,2,100,100,0,44
2,2,500,0,5,2,0,3,50,0,100,191
2,2,500,0,4,3,0,3,600,200,400,335
2,2,500,1,5,1,0,3,300,0,50,278
2,2,500,0,5,2,0,3,600,0,600,183
2,1,1000,0,4,2,0,3,150,25,125,304
2,1,1000,0,4,3,0,3,150,25,25,354
1,0,500,0,5,3,0,2,100,100,0,110
1,2,1000,1,3,2,0,2,150,100,0,27
2,2,1000,1,5,1,0,3,50,0,125,275
1,1,500,0,3,3,0,2,300,100,0,72
2,1,1000,1,5,2,0,2,400,200,0,55
2,0,500,1,3,2,0,2,200,100,0,27
2,2,1000,0,5,2,0,3,300,100,50,198
2,1,1000,0,5,3,0,3,600,0,200,255
2,1,500,0,5,2,0,3,125,50,75,193
2,2,1000,0,5,3,0,3,150,0,200,221
2,0,500,0,4,1,0,3,400,0,100,378
2,0,1000,0,4,1,0,3,125,0,25,380
2,2,1000,0,3,2,0,1,300,0,0,5
2,1,1000,0,3,1,0,2,20,0,5,404
1,0,1000,1,3,2,0,2,200,200,0,34
2,2,500,0,5,2,0,3,75,0,150,188
1,1,1000,1,5,2,0,1,600,0,0,416
2,2,1000,0,4,2,0,3,300,0,100,326
1,2,1000,0,3,3,0,2,400,600,0,94
2,0,1000,1,3,2,0,2,200,50,0,29
2,0,500,0,3,1,0,3,100,0,25,383
2,2,1000,0,5,2,0,3,300,100,150,165
2,1,500,0,4,1,0,2,25,0,20,282
1,2,1000,0,3,2,0,1,300,0,0,5
2,2,500,0,5,2,0,3,75,25,125,195
